student_id,week,stress_level,hours_slept,comment
5306276,2,5,9,Media action family without place picture appear.
5306276,3,5,7,Poor none decade next concern at customer draw around.
5306276,4,3,7,Show eat economic physical throughout.
5306276,5,3,4,Prepare include no pattern mind admit kind focus class control.
5306276,6,5,4,Brother term partner budget.
5306276,7,3,5,Leader look way price building.
5306276,8,2,9,After must piece personal might lay bar gas.
5400390,1,4,9,Drive traditional involve baby image gun.
5400390,2,5,8,Course final until decide including use tough.
5400390,3,1,5,Meeting idea maybe again guess.
5400390,4,3,6,Full political south eye line perform point.
5400390,5,5,4,Speech would film air concern audience special amount attention.
5400390,6,1,6,Need act write difficult hot.
5400390,7,1,8,Speak nature special safe may determine food over.
5400390,8,5,8,Apply campaign effort child remember actually side debate.
5595231,1,4,7,Meet yard effort meeting today car.
5595231,2,5,4,Cold decide nice race box book site require similar.
5595231,3,5,6,Religious under cover attack increase no human country hour.
5595231,4,4,9,Leg heavy our official buy rest machine grow structure.
5595231,5,2,4,Although resource drive give nature leg.
5595231,6,3,9,Even service fill start heart together deep several along public.
5595231,7,3,4,Why state street firm us hospital.
5595231,8,2,7,Bag food fire husband speak real early whom.
5636157,1,3,7,Scientist culture campaign sometimes civil perform usually often offer.
5636157,2,1,8,Speech over PM American across.
5636157,3,4,4,Son reach government student even growth child accept heavy chance.
5636157,4,1,9,Like I woman long single next.
5636157,5,4,6,Always despite central table culture.
5636157,6,3,4,Should beyond past most both worker.
5636157,7,5,9,More finally outside prevent already other prove source.
5636157,8,2,6,Dinner member daughter expert risk.
5080631,1,3,5,Meeting reason own remain way between let.
5080631,2,3,9,He education arm cut fill base benefit three claim.
5080631,3,4,7,Mrs so natural science least development example crime while question.
5080631,4,1,8,Outside year along heavy democratic.
5080631,5,1,5,Far difficult rather own also wish where suffer hold make.
5080631,6,3,5,Stand law establish significant hospital right just social front.
5080631,7,1,8,Very civil wide husband hair pretty white go.
5080631,8,2,8,Chair old anything resource one firm company there support.
5865357,1,4,5,Stuff may foot remain security.
5865357,2,2,8,Improve school budget follow team must inside pass.
5865357,3,4,5,Local series why support debate cup cut final guy.
5865357,4,1,5,Bad paper policy financial once.
5865357,5,1,5,Material surface in school company interview something available strategy.
5865357,6,5,9,Stand sort hear south soon.
5865357,7,4,9,Open third song name until hard director ago.
5865357,8,2,5,Peace away approach order or stock fine down.
5373138,1,1,8,Recent low beat from send they either.
5373138,2,4,9,Economy team collection two in.
5373138,3,3,7,Wait our level instead seven work lose success.
5373138,4,4,6,Fine simple address certain.
5373138,5,1,8,Development beyond prepare tonight television despite.
5373138,6,2,6,Free onto finally benefit myself gas enjoy.
5373138,7,5,9,Top onto something cause interest health agree fear.
5373138,8,5,8,Page property ahead hand become hair difficult left accept a.
5733647,1,3,9,Remember beautiful laugh owner truth.
5733647,2,1,7,Interesting whose wind hour look professor affect they.
5733647,3,2,5,Price quality company thus receive kitchen say from newspaper college.
5733647,4,3,6,Management short surface election minute.
5733647,5,3,9,Argue full five moment offer president morning child wide.
5733647,6,3,6,Point go either company song PM wish pick agree decide.
5733647,7,4,6,Show system such give tell important physical choose.
5733647,8,1,9,Medical nature huge difficult hot family discussion tree special drug.
5247381,1,4,5,Idea friend change window anything hard bank.
5247381,2,2,8,Word society security international career.
5247381,3,5,7,Professional five spring shoulder dog cover it senior information necessary.
5247381,4,4,8,Increase benefit stand itself race case close see whole.
5247381,5,2,6,Decade goal fight ground data.
5247381,6,1,6,Race size smile party return chair should.
5247381,7,5,4,Debate paper husband heavy message continue remember whether.
5247381,8,3,7,Protect sense teach drug morning figure plan affect.
5477005,1,5,7,Option happen everybody change color tough receive evening station war.
5477005,2,1,5,Already degree yet better wish red.
5477005,3,3,9,Guy two country woman hot at deal huge treatment.
5477005,4,5,9,Case imagine history treatment ability could staff total none.
5477005,5,4,8,Leader rather space necessary out.
5477005,6,2,8,Explain involve size truth that she measure bill from wife me.
5477005,7,1,5,Painting teacher stage place church people as security.
5477005,8,1,6,Decide imagine treatment population.
5433808,1,4,6,Animal talk treatment movement win.
5433808,2,4,5,Remain blood economic apply loss second remember quickly market.
5433808,3,1,9,Quality discuss give I first student goal organization.
5433808,4,5,7,Hotel catch board office baby.
5433808,5,4,8,Site answer election administration age bar amount fine.
5433808,6,3,6,Position or why next trouble property knowledge.
5433808,7,5,5,Rise us center behind wife star street should.
5433808,8,1,5,Design general it whether consumer.
5326073,1,4,8,Trial debate office become pattern.
5326073,2,5,8,Nearly note grow professor.
5326073,3,3,8,Gas former learn billion foreign ball all.
5326073,4,3,8,Against individual side relate single office respond.
5326073,5,1,8,Character cause official interview direction check try truth brother.
5326073,6,4,8,Score story hair carry network civil.
5326073,7,1,7,Rate although when some brother behavior.
5326073,8,4,8,Foreign image member career population figure.
5641036,1,4,5,Able feeling remain music law skin.
5641036,2,3,8,Family arrive ready decision probably all important eight.
5641036,3,4,6,Guess affect raise one minute bag staff degree law identify.
5641036,4,4,4,Side recent item strategy least must.
5641036,5,5,5,Catch everybody win both add how another experience.
5641036,6,2,8,Join address often specific miss plan.
5641036,7,2,5,Peace arrive make structure yeah.
5641036,8,2,5,Doctor home serve theory stock available.
5685690,1,3,7,Stage leader article show three brother contain skill.
5685690,2,1,7,Site increase have although we.
5685690,3,2,9,Carry worry process before.
5685690,4,5,8,Contain item science Mr home surface price.
5685690,5,5,7,Total mother kitchen especially magazine hard.
5685690,6,3,8,Economic analysis reflect group fast mission wide see.
5685690,7,3,5,Miss line institution head hotel Congress force decide.
5685690,8,1,4,Choice serious sound it him environment mission such let light.
5258707,1,3,4,Say example political teacher myself sell.
5258707,2,2,6,Stay ability anything cup goal energy rock finally Congress the.
5258707,3,4,4,This three player listen work song budget light.
5258707,4,5,8,Condition event between particular ten small when add brother worry.
5258707,5,4,7,Figure up less phone check tell huge.
5258707,6,1,8,Beyond debate success list city move lose rest.
5258707,7,5,8,Career individual they per over difficult same themselves.
5258707,8,4,5,Work seek second ago sure note receive.
5225231,1,1,9,Same within model idea table.
5225231,2,3,5,Growth late case executive notice attorney risk field actually another skill.
5225231,3,4,7,Draw understand matter assume lawyer side military ball attention herself.
5225231,4,3,6,Nice fine fight more crime.
5225231,5,5,7,Democratic thousand world worry inside suddenly ready.
5225231,6,5,4,Certainly development inside four individual so cold although.
5225231,7,1,9,Many could their Mrs throw cover peace.
5225231,8,1,8,Again skin east for during what father turn themselves bank.
5652524,1,1,4,Table catch entire cause increase air agreement around.
5652524,2,2,9,Sound popular road indicate section painting some participant reality.
5652524,3,4,8,Toward type task court hit get care view show central also.
5652524,4,1,4,Nothing could report be hotel to.
5652524,5,3,5,Office identify individual include customer significant.
5652524,6,5,5,Able country prepare food energy.
5652524,7,4,8,Level man once medical old course action focus cultural wait.
5652524,8,1,7,Bar everyone couple popular discover happen foreign phone.
5744405,1,4,5,Seem summer white help prepare since.
5744405,2,3,6,Owner network production evening word.
5744405,3,4,8,Reach movie drug sing teach oil any think any.
5744405,4,3,6,Nearly simply tough as remember.
5744405,5,5,5,Role adult arm meet blood throughout.
5744405,6,2,7,Small sometimes forget statement administration represent role movement both.
5744405,7,4,7,School worry including society test lawyer draw call agree also.
5744405,8,5,6,Exist everyone weight discuss serious raise thought amount whom vote.
5851360,1,5,6,Different state notice to day must stage middle.
5851360,2,3,4,Four very leave yes party answer fly.
5851360,3,5,6,Talk his prevent sort house role beyond.
5851360,4,2,4,Participant professional expect garden few human old close a reduce.
5851360,5,3,6,Argue individual myself way movie sometimes company game.
5851360,6,2,8,Final price dinner box still west candidate issue.
5851360,7,4,6,Form training star majority tell economy science space different effort toward.
5851360,8,2,8,Their environmental stock anything father however development cut.
5031408,1,5,4,Assume history very available onto chair next Mrs six.
5031408,2,3,4,Impact ability federal since buy treatment.
5031408,3,4,4,Series source day discuss especially in.
5031408,4,2,6,Prepare language article staff technology soon machine.
5031408,5,1,9,Act parent when woman door high everybody become do.
5031408,6,4,9,Instead agree serve apply pattern yet.
5031408,7,4,8,Both imagine within push better.
5031408,8,5,9,Modern person month window store decision difference serious election.
